CompanyName,Title,MinSalary,MaxSalary,EducationLevel,JobDescription,CareerLevel,Experience,NumOfVacancies,PostingDate,Address,City
Confidential,IT Service Desk Manager,0,0,Bachelor'S Degree,Managing daily operations of the help desk team. Managing and supporting a team of help desk specialists. Monitoring team performance and developing feedback reports for management. Analyzing performance of Help Desk activities to identify any problem areas and fixing them. Developing IT management policies and procedures. Communicating with clients and providing in-person and phone support- if required. Troubleshooting and resolving technical issues. Representing the team to other stakeholders. Helping to ensure that the service desk is constantly developing and improving.,Manager,7 To 10 Years,1,2023-09-30 22:02:00,Nasr City,Cairo
eVision,Head of Data & Analytics,0,0,Not Specified,The Head of Data and Analytics will be responsible for setting the organizations data vision- strategy- and roadmap to enable a data driven organization where data is seen as a critical strategic enterprise asset that can be leveraged by everyone in the organization to derive insights specific to their own context. They will be responsible for developing complex conceptual and logical data definitions and specifications for the organization and ensuring the data architecture is optimized to meet the requirements and needs of the business. This role will also lead the data and information architecture community with responsibility for role definition- methods- practices- tools- and professional development. Community members will be embedded within the delivery teams where they will map- structure and document data architecture as well as create and maintain data models. The role holder will develop and own a ‘rule book’ which defines ‘must-do’s’ for all autonomous agile teams- as well as projects- and drives technology and partner selection. As such- the role provides strategic direction to the enterprise on both product and sourcing decisions within the data & analytics domain. GENERAL ACTIVITIES Responsible for the data strategy and roadmap that enables data to become an enterprise-wide asset driving revenue growth and cost optimization. In collaboration with Architecture- design and develop the data management infrastructure that will enable enterprise-wide data analysis and insights generation and support decision making. Develop a data sourcing strategy considering both internal and external sources of data. Strategically plan the insourcing / outsourcing and right sizing delivery capability as it relates to data management to meet the demands of the business. Actively pursue data management efficiencies across the organization. Provide line management of the data governance- data engineering and platform engineer management team ensuring adequate management of capacity across the team. Standardize data management methods- tools- processes and practices to drive efficiency and re-use of data. Work with the Value Stream Leads and the Product Owners to understand the desired data capabilities and support them in the definition and prioritization of data related initiatives and the definition of data products in line with the data strategy and roadmap. Own the relationship with senior business stakeholders- escalating impediments- managing risk- and driving relentless improvement. Develop a data sourcing strategy considering both internal and external sources of data required to enable the enterprise digital strategy. Oversee the design and development of data management infrastructure that will deliver enterprise-wide data analysis and insight to the enterprise. Lead the development and enforcement of policies and guidelines for data management and data governance.,Senior Management (CEO- GM- Director- Head),9 To 15 Years,1,2023-09-30 22:02:00,New Cairo,Cairo
Confidential,Search Engine Optimization Specialist,0,0,Bachelor'S Degree,Keyword Research: Conduct thorough keyword research to identify high-value- relevant keywords and phrases for clients' websites. On-Page Optimization: Optimize website content- meta tags- headings- and other on-page elements to improve search engine rankings. Off-Page Optimization: Develop and execute off-page SEO strategies- including link building- guest posting- and outreach. Technical SEO: Identify and address technical issues that affect website performance- including site speed- mobile-friendliness- and crawlability. Content Strategy: Collaborate with content creators to develop SEO-friendly content and ensure it aligns with keyword strategies. Competitor Analysis: Conduct competitive analysis to identify opportunities and trends within the industry. Monitoring and Reporting: Use SEO tools to track website performance- prepare regular reports- and provide insights for improvement,Experienced (Non-Manager),3 To 7 Years,2,2023-09-30 22:02:00,,Cairo
Confidential,iOS Developer,0,0,Bachelor'S Degree,Develop and maintain iOS applications Participate in the analysis of business requirements and user needs Collaborate with other development teams to ensure software development projects are delivered on time Follow coding standards and best practices Translate UI/UX designs and wireframes into high-quality code Ensure the performance- quality- and responsiveness of applications Analyze and fix bugs and issues promptly,Experienced (Non-Manager),4 To 7 Years,2,2023-09-30 22:02:00,,Cairo
Confidential,Backend Developer,0,0,Bachelor'S Degree,Design- develop- and deploy scalable and secure backend systems using Node.js- Express- and AWS • Collaborate with the development team to define and implement application architecture • Write clean- modular- and well-documented code that adheres to our coding standards • Participate in code reviews and provide constructive feedback to peers • Optimize the performance and scalability of our backend systems • Ensure the security and integrity of our systems by implementing best practices and security protocols • Collaborate with the DevOps team to ensure seamless deployment and monitoring of our applications • Stay up-to-date with the latest trends and best practices in backend development and AWS technologies • Participate in the full software development lifecycle- including design- development- testing- and deployment • Troubleshoot and debug issues in the existing codebase • Continuously improve the quality and efficiency of our backend systems,Experienced (Non-Manager),4 To 7 Years,2,2023-09-30 22:02:00,,Cairo
Confidential,Angular Front-End Developer,0,0,Bachelor'S Degree,Design- develop- and maintain high-quality web applications using the Angular framework • Collaborate with cross-functional teams to identify and prioritize project requirements • Write clean- efficient- and well-documented code that adheres to industry standards and best practices. • Participate in code reviews and contribute to the improvement of the overall codebase • Troubleshoot and debug application issues- and work with the QA team to resolve defects • Stay up-to-date with the latest trends and technologies in the field- and apply this knowledge to improve the development process • Work closely with the UI/UX designer to ensure that the application's user interface is intuitive and visually appealing • Collaborate with the back-end developers to ensure seamless integration between the front-end and back-end systems,Experienced (Non-Manager),3 To 7 Years,2,2023-09-30 22:03:00,,Cairo
Confidential,Compliance Analyst,0,0,Bachelor'S Degree,Perform other duties as assigned to ensure the smooth functioning of the department and maintain the reputation of the organization as a viable business partner. Recommend programmatic and technical directions and operate with a high degree of independence in matters relating to the investigation- impact- and analysis of security incidents- decisions regarding risk- and measures for computer and network security. Operate with a high degree of independence in project management activities- including the development of project plans and budget/resource estimates. Risk Lead the development and implementation of the system-wide risk management function of the information security program to ensure information security risks are identified and monitored. Internally assess- evaluate- and make recommendations to management regarding the adequacy of the security controls for the University's information and technology systems. Policy/Compliance Lead the system-wide information security compliance program- ensuring IT activities- processes- and procedures meet defined requirements- policies- and regulations. Develop and implement effective and reasonable policies and practices to secure protected and sensitive data and ensure information security and compliance with relevant legislation and legal interpretation. Execute strategy for dealing with an increasing number of audits- compliance checks- and external assessment processes for internal/external auditors- PCI DSS- ITAR- HIPAA- NIST 800-171- and FISMA Outreach/Awareness. Interacts in both oral and written communications with all levels of System staff including; Computer center staff- developers and other ITS staff- campus technical staff- general counsel- auditors- and all System staff and students and technology vendors and contractors- in matters related to information security and security awareness materials. Audit Work with Internal Audit- State Board of Regents- Auditor General's Office- and outside consultants as appropriate on required security assessments and audits Coordinate and track all information technology and security-related audits including the scope of audits- colleges/units involved- timelines- auditing agencies- and outcomes. Work with auditors as appropriate to keep audit focus in scope- maintain excellent relationships with audit entities- and provide a consistent perspective that continually puts the institution in its best light. Provide guidance- evaluation- and advocacy on audit responses.,Experienced (Non-Manager),8 To 12 Years,2,2023-09-30 22:03:00,,Cairo
Vzadi.com,Network Support Engineer,0,0,Not Specified,Configure and install various network devices and services (e.g.- routers- switches- firewalls- load balancers- VPN- QoS) Perform network maintenance and system upgrades including service packs- patches- hot fixes and security configurations Monitor performance and ensure system availability and reliability Monitor system resource utilization- trending- and capacity planning Provide Level-2/3 support and troubleshooting to resolve issues Work within established configuration and change management policies to ensure awareness- approval and success of changes made to the network infrastructure Select and implement security tools- policies- and procedures in conjunction with the company’s security team Liaise with vendors and other IT personnel for problem resolution,Experienced (Non-Manager),5 To 7 Years,1,2023-09-30 22:03:00,,Giza
Bright Vision,Mobile Developer (React Native),15000,20000,Not Specified,We are seeking an experienced Mobile Developer with expertise in React Native to join our team. In this role- you will be responsible for developing and maintaining our projects for both iOS and Android platforms. Key Responsibilities Collaborate with the design and backend development teams to implement features and user interfaces for our projects' mobile applications. Develop and maintain mobile applications using React Native- ensuring optimal performance and user experience. Ensure cross-platform compatibility and adhere to best practices for mobile app development. Implement and maintain a consistent and intuitive user experience across iOS and Android devices. Troubleshoot and resolve mobile app-related issues. Deploy mobile applications to the App Store and Google Play- ensuring compliance with their respective guidelines and standards. Stay up to date with emerging mobile development technologies and best practices.  ,Experienced (Non-Manager),2 To 5 Years,1,2023-09-30 22:03:00,,Giza
Bright Vision,Frontend Developer,15000,20000,Not Specified,We are seeking an experienced Frontend Developer with a minimum of two years of relevant experience to join our team. In this role- you will be responsible for creating visually appealing and user-friendly interfaces for our projects. Key Responsibilities Collaborate with the design and backend development teams to implement responsive and pixel-perfect user interfaces. Write clean- efficient- and maintainable code using modern frontend technologies and frameworks such as React. Ensure cross-browser compatibility and optimize applications for maximum speed and scalability. Implement and maintain a consistent and intuitive user experience across all platforms. Participate in code reviews and provide constructive feedback to maintain code quality. Stay up to date with emerging frontend technologies and best practices. Troubleshoot and resolve frontend-related issues. Collaborate with the QA team to ensure the quality and reliability of the user interface.  ,Experienced (Non-Manager),2 To 5 Years,2,2023-09-30 22:03:00,,Giza
Bright Vision,Backend Developer,15000,20000,Not Specified,We are seeking an experienced Backend Developer with a minimum of two years of relevant experience to join our team. In this role- you will play a key part in the development and maintenance of our projects. You will be responsible for both backend development and ensuring the efficient management of our database systems. Key Responsibilities: Develop and maintain the backend of our projects. Write efficient and scalable code using Node.js. Design- optimize- and maintain our database systems to ensure high performance and reliability. Implement security measures to safeguard sensitive data and protect against potential threats. Collaborate with the frontend development team to ensure seamless integration between the frontend and backend components. Assist in data migration and scaling strategies as projects grow. Troubleshoot and resolve backend and database-related issues. Stay up to date with industry best practices and emerging technologies in both backend development and database administration.  ,Experienced (Non-Manager),2 To 5 Years,1,2023-09-30 22:03:00,,Giza
El Teriak Industrial Group,Senior IT Engineer,0,0,Not Specified,Support daily operations and monitoring of multiple databases- user accounts- file permissions and other systems according to standard operating procedures for storage and backup architectures. Manage- deploy and configure hardware upgrades- software updates- security patches and other necessary items on an as-needed basis. Install and Monitor servers- devices and firewalls Help define IT infrastructure strategy- architecture- and processes Troubleshoot hardware and software issues related to internal IT To manage all organization Technologies and provides Technology Support and training. This Includes but not limited to analyzing systems; maintaining workstations- networks and software; designing- developing and maintaining web-based applications and recommending future planning and development of resources. Providing these services in an effective and efficient manner to ensure maximum performance. Managing the implementation of Enterprise Resource planning (ERP) project- monitoring staff and project progress identifying and managing all training requirements for the staff and end users. Ensuring backup systems operate effectively. Managing crisis situations- both complex technical hardware or software problems. Ensuring the security of data from internal and external attacking. Ensuring that software licensing laws are adhered to. Evaluating users' needs and system functionality and ensuring that IT facilities meet these needs. Set up work stations by Installing & configuring computers- Laptops- Servers & necessary peripheral devices (User's Pcs- routers- printers- etc...) Install and configure appropriate software and functions according to specifications. Setting up new users' accounts and profiles and dealing with password issues. Perform troubleshooting to diagnose & resolve problems (repair or replace parts- debugging etc.) Troubleshooting system & network problems and diagnosing and solving hardware or software faults. Monitoring and maintaining computer systems & networks. Develop and maintain local networks in ways that optimize performance. Responsible for administration and internal support of the Company's PCs- printers- servers. Develop and Implement network maintenance standard Operating Procedures.    ,Experienced (Non-Manager),7 To 12 Years,1,2023-09-30 22:03:00,,Cairo
El Teriak Industrial Group,SAP Business Analyst,0,0,Not Specified,Understand business needs and objectives Develop strategies for effective data analysis and reporting Define company-wide metrics and relevant data sources Select- configure and implement analytics solutions Lead and develop a team of data analysts Oversee all analytics operations to correct discrepancies and ensure quality Extract reports from multiple sources (e.g. operations- IT- customer feedback) Build systems to transform raw data into actionable business insights Apply industry knowledge to interpret data and improve performance Keep abreast of industry news and trends,Experienced (Non-Manager),5 To 10 Years,1,2023-09-30 22:03:00,,Cairo
Nahdet Misr Publishing Group,Service Desk Engineer,0,0,Not Specified,First line support for the users Answer staff questions in person and via phone and email on all company supported applications. Troubleshoot desktops- laptops- IP phones- printers and networks problem. Perform hardware and software installations. Working Knowledge with the AD- Domain Controllers- File Servers- 365 Environment Respond to users Tickets and requests Make sure to follow the IT process,Experienced (Non-Manager),2 To 4 Years,1,2023-09-30 22:03:00,Mohandessin,Giza
Efada Technology,Infrastructure Architect,0,0,Not Specified,Job Description :    Vois needs an Infrastructure Operations Architect :   responsible for supporting efficiency and improvement opportunities across all services and ensuring secure GO Live and Key performance indicator (KPI) definition for new services .  They will act as the technical representative in OIT (Operations and Information Technology) forums and be part of the OIT INFRA Architecture team to support architectural goals and operational considerations.  the role also involves working with service owners to define service/business impact operationally for any infrastructure service and facilitating the definition of level objectives as an Operations representative  ,Manager,8 To 10 Years,1,2023-09-30 22:03:00,,Cairo
Confidential,Sandblasting Coating Supervisor,0,0,Bachelor'S Degree,Manage and supervise the sandblasting team Ensure that the sandblasting and painting process is safe and secure Oversee and manage the quality control of the process Manage and maintain inventory of sandblasting materials and tools Ensure that all equipment is properly maintained and calibrated Provide technical support and training to the team Ensure compliance with industry standards and regulations,Experienced (Non-Manager),3 To 11 Years,2,2023-09-30 22:03:00,,Cairo
Confidential,Senior Planning Engineer,0,0,Bachelor'S Degree,Takes a lead in preparing schedule data for proposals or contract negotiations as requested and checks and confirms that the correct scope of work is reflected on assigned schedules. Review and assess the work sequences with the total project plan. Establishes and implements methods for determining activity durations within assigned disciplines or specialties. To prepare project / TA level 3 and 4 plans based on the scope of work in Primavera P6. Undertake a minimum of two projects simultaneously at a time. Develop quantity release and/or installation curves for assigned disciplines/areas or specialties. To prepare a checklist and have control of the projects with Office and site activities Reviews and approves invoice verification for payment based on cost-loaded schedules- as required. To prepare resource-loaded charts- look ahead- and S-curve for close monitoring of projects. Develops specific project codes of accounts and work breakdown structures- and recommend appropriate modifications and revisions for new work items assigned. To prepare a Work breakdown structure for monitoring the project. To compare the man-hour report on a Daily/ weekly/ monthly Basis. To prepare a recovery plan and submit the same to the client To prepare manpower histogram (for Direct and indirect manpower) Develops and writes the schedule commentary that appears in the monthly progress and similar reports. Identifies and reports activities that have a critical or potential impact on the schedule and prepares and presents the Critical Items Action Report. To prepare a critical activity list and allocate the resources accordingly for the timely completion of the project. To analyze earned value vs. budgeted value for the project. Progress monitoring daily updating s-curve and analyzing daily and cumulative percentage progress. To prepare and submit daily- weekly- and monthly progress reports to clients. To keep close coordination between support departments. To keep control and record of site activities and document additional work. To prepare the Budget for the project. To get the Job completion certificate signed by the client after completion of the jobs and follow up. PO closing and Invoicing for two or more projects simultaneously. To prepare Planning Dossiers as per the QA Manual.,Experienced (Non-Manager),5 To 10 Years,2,2023-09-30 22:03:00,,Cairo
Confidential,Information Security Engineer,0,0,Not Specified,Design and implement Security policies according to the ISO 27001 guidelines  Conduct regular security assessments- vulnerability scans- and penetration tests to identify and address potential weaknesses and threats according to the annual schedule plan. Monitor network traffic and system logs for potential security incidents and respond promptly to mitigate risks and minimize potential impact. Advanced knowledge with the Kaspersky environment and EDR Solutions  DLP Understanding  Firewall logs monitor and analysis  Collaborate with cross-functional teams to integrate security measures into the development lifecycle of applications- systems- and infrastructure. Participate in incident detection and response efforts- including investigation- containment- and recovery. Stay updated with the latest security threats- vulnerabilities- and industry trends to proactively identify emerging risks and implement necessary controls. Participate in security awareness training programs for employees to educate them on security best practices and promote a security-conscious culture. Implement IT Security Controls & Requirements Prepare monthly/quarterly reports and dashboards showing the security analytical data  Setting and testing the policies implemented on all Company Laptops/Desktops required to protect Company data from been stolen or been lost/corrupted. Review and test the network security policies/configurations to protect the Company networks from unauthorized access- cyber/virus attacks Review all vulnerability reports and take the corrective action needed  Working according the ISO 27001 framework controls     ,Experienced (Non-Manager),3 To 5 Years,1,2023-09-30 22:03:00,,Giza
iono tech,Software Developer (Middle/Senior) for System Integrator and Microservices,0,0,Bachelor'S Degree, Software Developer (Middle/Senior) for System Integrator and Microservices Position Overview: As a Software Developer for a system integrator specializing in microservices- you will play a crucial role in designing- developing- and implementing software solutions that integrate various systems and components within an organization. You will work as part of a talented development team- collaborating with architects- project managers- and other stakeholders to deliver high-quality software products that meet client requirements. Responsibilities: System Integration: Design and develop software solutions that integrate diverse systems- applications- and databases to ensure seamless communication and data exchange. Microservices Development: Create and maintain microservices using modern frameworks and technologies- following best practices for scalability- reliability- and performance. Software Development: Write clean- efficient- and maintainable code adhering to coding standards and established development methodologies. Requirement Analysis: Collaborate with clients and internal stakeholders to gather system requirements- analyze business needs- and propose appropriate software solutions. Architecture and Design: Participate in the design and architecture discussions- providing technical expertise and suggesting improvements. Testing and Debugging: Conduct unit testing- integration testing- and debugging to ensure software quality and resolve issues promptly. Documentation: Prepare technical documentation- including design specifications- code documentation- and user manuals- to facilitate proper system understanding and maintenance. Collaboration: Work closely with cross-functional teams- including project managers- business analysts- quality assurance engineers- and other developers- to ensure successful project delivery. Continuous Learning: Stay updated with the latest industry trends- tools- and technologies related to system integration- microservices- and software development- and apply them to enhance development practices.  ,Senior Management (CEO- GM- Director- Head),3 To 7 Years,1,2023-09-30 22:03:00,Heliopolis,Cairo
Khodar.com,Chief Financial Officer (CFO),0,0,Not Specified,As the Chief Financial Officer (CFO) of Khodar- you will play a pivotal role in shaping and implementing key financial strategies- policies- and management plans. You will oversee and direct financial management and planning activities- ensuring alignment with operational plans and execution programs. Additionally- you will monitor all approved administrative processes to ensure their efficient operation. Key Responsibilities: Review- develop- and refine the organizational structure- policies- and procedures of the accounting department. Supervise all subordinate staff- evaluate their performance- and provide guidance to ensure compliance with established accounting standards. Manage accounting operations related to the entity's revenues and expenditures- ensuring the integrity and effectiveness of accounting procedures- recording them in the accounting books and software systems. Supervise inventory operations- ensuring the accuracy of procedures and records. Manage monthly and annual account reconciliation processes- ensuring the retention of all documents and records in accordance with approved accounting standards. Recruit new staff in the finance and accounting department and train existing accounting personnel. Ensure the alignment and suitability of the Odoo system with the company's objectives. Oversee the implementation of Odoo in accordance with the planned scope provided by the executing company. Supervise the preparation and presentation of financial summaries and reports to senior management- keeping them informed about various challenges and developments- and consulting them on important future initiatives. Identify projects and delegate team members to work on them to achieve goals efficiently. Enhance the financial accounting systems and procedures within the company- plan comprehensive financial accounting strategies- implement them- and oversee their execution. Prepare periodic reports- including income statements- debt analysis- and cash flow analysis. Conduct cash flow forecasts and predictions- identifying expected future resources and expenditures. Implement and train current and future employees on the Odoo program to transition all company operations to it.,Manager,5 To 15 Years,1,2023-09-30 22:03:00,Obour City,Cairo
Confidential,Senior Flutter Software Developer,0,0,Bachelor'S Degree,Flutter Software Developer required for a leading software company IT-CORES in 6th of October city with main head office in the Dammam – KSA. ,Experienced (Non-Manager),3 To 5 Years,2,2023-09-30 22:03:00,6th of October,Giza
Link Datacenter,Network Engineer,10000,15000,Not Specified,     ● Configure and install various network devices and services (e.g.- routers- switches- firewalls- load balancers- VPN- QoS) ● Perform network maintenance and system upgrades including service packs- patches- hot fixes and security configurations ● Monitor performance and ensure system availability and reliability ● Monitor system resource utilization- trending- and capacity planning ● Provide Level-2/3 support and troubleshooting to resolve issues ● Work within established configuration and change management policies to ensure awareness- approval and success of changes made to the network infrastructure ● Select and implement security tools- policies- and procedures in conjunction with the company’s security team ● Liaise with vendors and other IT personnel for problem resolution  ,Experienced (Non-Manager),1 To 3 Years,1,2023-09-30 22:03:00,Maadi,Cairo
PSH,Project Lead/ Scrum Master,0,0,Not Specified,Create and monitor project plans and risk plans Use project management software tools to plan- monitor- analyze issues- and generate reports. Estimate time frames- and number of resources required to successfully implement projects  Report on project status- schedule- cost- risks and resources Help the team and the organization to understand and apply scrum Facilitate scrum events such as sprint planning and daily scrums/stand-up meetings Communicate status- allocation and risks regularly to relevant stakeholders Take corrective action and removing impediments as necessary in order to meet project goals and deadlines Monitor the progress of freelancers and vendors and receive deliverables from them Motivate team members to attain goals and pursue excellence Ensure effective team member utilizitation  Lead or participate in user acceptance testing Conduct product demos Travel may be required,Experienced (Non-Manager),8 To 10 Years,3,2023-09-30 22:03:00,Maadi,Cairo
El-Sewedy Electrometer,It Security & Network Engineer,0,0,Bachelor'S Degree,Implementing new network solutions and improving the efficiency of current networks Installing- configuring and supporting (LAN & WAN) network equipment including   routers- switches- AP. Installing and configuring network devices (Wi-Fi AP- Routers- Switches ... etc.) on multiple vendors. (Cisco- Fortigate- Aruba- HP … etc.) Security architecture development (high- and low-level design implementation). Configuring firewalls- routing and switching to maximize network efficiency and security. Experience with NGFWs- Mail Gateways- Web Gateways- WAF- Endpoint protection- SSL-VPN and IPSec-VPN- Traffic monitoring tools Maximizing network performance through ongoing monitoring and troubleshooting. Detecting & Solving existing network threats and security issues. Determining the latest technologies and processes that improve the overall security of the system. Modifying the technical- legal- and regulatory aspects of the system security. Configure and maintaining security policies. Implementing regulatory systems in accordance with IT security. Reporting the security analysis and monitoring findings. Creating and updating network documentation & diagrams.   ,Experienced (Non-Manager),3 To 5 Years,1,2023-09-30 22:03:00,6th of October,Giza
Zamil Steel Buildings Co,Technical Support Engineer - Giza,0,0,Bachelor'S Degree,Provide technical assistance and support for incoming queries and issues related to computer systems- software- and hardware. Manage Nortel & Cisco software and devices and finger print devices Respond to queries either in person or over the phone. Guide users through problem-solving process. Install- modify- and repair computer hardware and software. Resolve problems by running diagnostic programs Gain feedback from users about computer usage. Make a regular preventive maintenance for user's computers Provide technical Support for printers Create Tag Number for all Devices (PC - Monitor - Phones - laptop) and Record all devices on the system (inventory). Supporting the roll-out of new applications. Resolving network issues. Testing and evaluating new technologies. Troubleshooting technical issues. Speaking to customers to quickly get to the root of their problem. Following up with clients to ensure the problem is resolved. Replacing or repairing the necessary parts. Providing support in the form of procedural documentation. Managing multiple cases at one time.,Entry Level (Junior Level / Fresh Grad),1 To 3 Years,1,2023-09-30 22:03:00,6th of October,Giza
Spark Systems,Talent Acquisition and HR Specialist,0,0,Not Specified,Source potential candidates from niche platforms like Linkedin- Wuzzuf- ... etc Analyze specialized skills and qualifications to screen IT resumes Perform pre-screening calls to analyze applicants' abilities Interview candidates combining various methods (e.g. structured interviews- technical assessments and behavioral questions) Write and post technical job descriptions Coordinate with IT team leaders to forecast department goals and hiring needs Craft and send personalized recruiting emails with current job openings to passive candidates Participate in tech conferences and meetups to network with IT professionals Compose job offer letters Onboard new hires Promote company's reputation as a great place to work Conduct job and task analyses to document job duties and requirements Keep up-to-date with new technological trends and products,Experienced (Non-Manager),1 To 3 Years,1,2023-09-30 22:03:00,New Cairo,Cairo
Confidential,planning Manager,0,0,Bachelor'S Degree,Production Planning Planning and organizing production schedules- capacity utilization. Monitoring the progress of each order at different stages of its development & make sure that the achieved progress on the orders fits the progress anticipated in the schedule. Adjust schedules & Re-negotiating timescales if necessary. Highlighting delayed activities and recommending corrective action plans and set a new expected delivery date.  Project Management Assessing Project follow-up and resources requirements. Following up engineering submittals (shop-drawings- materials & method statements). Communicate with Engineering alternation of materials- methodologies in case of any shortage of materials or lack of any type of resources. Receive and record update of work site requests and communicate accordingly production- design/ technical or project departments to execute with requirements. Preparing daily- weekly- and monthly progress reports based on monitoring day to day work progress actual vs. planned. Preparation of management reports as requires from time to time. Define- Measure & Report KPI for demand- supply & production planning.,Experienced (Non-Manager),5 To 7 Years,2,2023-09-30 22:04:00,6th of October,Giza
LINK Development,Senior .Net Developer,0,0,Bachelor'S Degree,Research- design- implement innovative software solutions and deliver projects on-time and to specification with a high level of quality. Develop unit tests and work with Quality Control members on solving the defects. Investigate new technologies to be up to date with the new technical knowledge and skills. Construct documentation to aid maintenance and code reuse,Experienced (Non-Manager),2 To 5 Years,5,2023-09-30 22:04:00,Maadi,Cairo
LoadServ,Laravel Developer,14000,20000,Bachelor'S Degree,Location: Heliopolis- Cairo- Egypt working days: 5 days (Two days off) Salary:  starting 14K (upon experience and qualifications) Experience: +4 Years We are looking for a full-stack PHP-Developer with four years  or more of working experience with PHP(Laravel framework)- With  good knowledge of CSS frameworks E.g. (Bootstrap) and at least 1 year experience in one of the modern JS libraries (Angular- React or VueJS). You should have deep knowledge of OOP programming- MVC design architecture and good knowledge of front-end technologies including HTML5- JavaScript- and CSS3. Good knowledge of Rest APIs . Responsibilities: • Analyze website and application requirements per project. • Writing back-end logic codes- creating PHP modules and building  dashboard. • Creating APIs for mobile developers. • Developing back-end portals with an optimized database. • Integrating data storage solutions. • Updating or adding  features to current application. • Troubleshooting application and code issues. • Guiding- mentoring and giving tasks to other junior team-mates. Skills: Excellent debugging and searching skills. Knowledge of common third-party APIs. We appreciates the artistic sense in designing and modifying some front-end components. A quick learner. very good communication skills.,Experienced (Non-Manager),4 To 7 Years,2,2023-09-30 22:04:00,Heliopolis,Cairo
LINK Development,Senior BI Developer,0,0,Bachelor'S Degree,Designing and Architect BI solutions Develop Data warehouse- ETLs and Data visualization. Performance Optimization for Data warehouse- ETLs and Data visualization. Debugging- monitoring and troubleshooting BI solutions Configuring- deploying and maintaining BI solutions,Entry Level (Junior Level / Fresh Grad),1 To 5 Years,2,2023-09-30 22:04:00,,Cairo
Lumin,Senior .NET Full Stack Developer (.NET Core & Angular),0,0,Bachelor'S Degree,Job Brief We are looking for a Senior Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle- from conception to deployment. Responsibilities Design client-side and server-side architecture Build the front-end of applications through appealing visual design Develop and manage well-functioning databases and applications Write effective APIs Test software to ensure responsiveness and efficiency Troubleshoot- debug and upgrade software Create security and data protection settings Build features and applications with a mobile responsive design Write technical documentation,Experienced (Non-Manager),More Than 4 Years,7,2023-09-30 22:04:00,Sheikh Zayed,Giza
Samaya Electronics Egypt LTD,Embedded Hardware Engineer,0,0,Not Specified,The chosen candidate will be responsible for designing PCBAs and hardware concept   for customed products in the automotive sector from RFQ stage until production . Typical vehicle applications are sensor products - user vehicle interface   (touch   screens- infotainment- HVAC control- etc) including vehicle communication (LIN- CAN- Flexray).  In-house training will be provided for automotive specific protocols/standards and design requirements.   Candidates who have at least three years’ experience in the HW domain will be preferred.  The chosen candidate must be willing to work in a team environment and capable to take the lead on the hardware portion of a project as well as being collaborative with mechanical- SW- thermal design- manufacturing test - and DVT engineers maintaining targeted costs without compromising performance and robustness .  ,Experienced (Non-Manager),3 To 5 Years,1,2023-09-30 22:04:00,Nasr City,Cairo
Samaya Electronics Egypt LTD,Embedded Software Engineer,0,0,Not Specified,Design and implement software of embedded devices and systems from requirements to production and commercial deployment Design- develop- code- test and debug system software Review code and design Analyze and enhance efficiency- stability and scalability of system resources Integrate and validate new product designs Support software QA and optimize I/O performance Provide post production support Interface with hardware design and development Assess third party and open source software,Experienced (Non-Manager),3 To 5 Years,1,2023-09-30 22:04:00,Nasr City,Cairo
Dimofinf Operations Center,Product Owner,0,0,Bachelor'S Degree,Key Representative for Client Communication. Following up with clients regarding new requests & requirements. Build and train the required team to follow the plan* Understands the business very well- be able to define customer needs and proposes features to meet those needs· Design User Journeys- User story maps and come up with MVPs and Release plans· Collaborates with UI/UX designer and develop wireframes· Extracts Epics and Features then break them down to user stories· Maintains a clean and prioritized backlog with at least 2 sprints ready ahead· Ensures user stories are “ready” for development to start work with clear “Acceptance criteria”. Communicates user stories with dev team in a clear way and answers their questions· Gets/provides feedback and updates the backlog· Does impact and integration analysis· Tracks progress towards the Sprint releases· Holds and participates in Agile Ceremonies as Backlog Grooming- Sprint planning. Performs product demos for customers * may be can train the sales team to be software sales not just hosting sales  Department & Direct Manager  Projects Department  Reports to Projects Manager,Experienced (Non-Manager),4 To 6 Years,1,2023-09-30 22:04:00,Nasr City,Cairo
Dimofinf Operations Center,Senior UX/UI Designer,0,0,Bachelor'S Degree,Responsibilities Research- recognize and apply top industry trends- where appropriate- to business solutions Identify design problems and devise elegant solutions. Make strategic design and user-experience decisions related to core- and new- functions and features. Create functioning prototypes of early stage solutions for evaluation by customers and internal stakeholders Create- improve and use sitemaps- wireframes- prototypes- style guides- user flows- and/or documentation that articulate site and application structure and organization- and effectively communicate your interaction ideas using any of these methods. Present and defend your design decisions. All your design decisions should be based on the overall design roadmap as well as your own design thinking and fundamental principles (i.e. color theory- visual weight- etc.) Create and own overall visual aesthetic of our solutions. Create images- icons- color schemes- etc. Ensure a high level of usability for all users Collaborate with marketing to ensure our overall company brand fits nicely with our product Collaborate directly with clients and stakeholders on a regular basis- presenting prototypes and/or design mockups to communicate concepts Collaborate with developers to ensure that what they build meets your exacting standards of beauty and consistency across all our products Be a part of a full-stack creative team that is responsible for all aspects of the ongoing software development from the initial specification- through to developing- testing and launching. (Contribute in all phases of the development lifecycle) Continually keep updated with the latest changes in your industry’s standards,Experienced (Non-Manager),3 To 6 Years,1,2023-09-30 22:04:00,Nasr City,Cairo
